order_id,customer_id,product_id,order_date,region,quantity,price,total_amount
O25318,C1259,P0020,2024-11-24,West,1,1062.67,1062.67
O25319,C0663,P0354,2025-06-26,South,2,1214.13,2428.26
O25320,C0542,P0267,2025-02-21,East,1,900.18,900.18
O25321,C1227,P0167,2024-05-06,South,1,113.86,113.86
O25322,C0732,P0127,2024-04-14,South,2,1150.55,2301.1
O25323,C0931,P0494,2024-07-09,East,4,942.26,3769.04
O25324,C1642,P0017,2025-07-27,North,3,108.8,326.4
O25325,C1037,P0265,2025-04-15,North,5,1571.46,7857.3
O25326,C1486,P0306,2025-05-13,West,1,1094.29,1094.29
O25327,C0426,P0042,2025-08-08,West,3,1677.76,5033.28
O25328,C1371,P0127,2024-06-07,West,4,1309.39,5237.56
O25329,C0732,P0324,2024-12-17,South,3,1853.53,5560.59
O25330,C0243,P0496,2024-09-05,West,1,431.17,431.17
O25331,C1943,P0044,2024-07-17,West,1,1419.91,1419.91
O25332,C0340,P0433,2025-05-15,South,2,1804.62,3609.24
O25333,C0488,P0492,2025-06-25,South,5,592.9,2964.5
O25334,C0183,P0071,2023-11-23,West,3,1662.4,4987.2
O25335,C0949,P0444,2024-01-29,West,2,1989.23,3978.46
O25336,C0112,P0403,2025-03-13,West,1,936.65,936.65
O25337,C1556,P0060,2024-04-30,East,4,1615.85,6463.4
O25338,C1887,P0139,2025-05-08,South,4,710.23,2840.92
O25339,C1242,P0002,2024-03-30,South,3,1261.31,3783.93
O25340,C0066,P0205,2024-07-01,East,4,1193.1,4772.4
O25341,C0993,P0319,2024-08-18,North,5,549.12,2745.6
O25342,C0742,P0009,2024-08-18,North,2,775.6,1551.2
O25343,C1122,P0299,2024-06-23,North,3,1482.17,4446.51
O25344,C0809,P0485,2024-05-31,West,5,1573.04,7865.2
O25345,C0999,P0485,2024-12-19,South,1,1482.32,1482.32
O25346,C1298,P0286,2025-05-05,South,4,493.4,1973.6
O25347,C1512,P0468,2024-06-05,West,4,1641.66,6566.64
O25348,C0491,P0127,2024-12-26,East,1,1339.62,1339.62
O25349,C0751,P0173,2024-12-26,West,3,324.82,974.46
O25350,C0594,P0031,2025-01-03,West,2,805.68,1611.36
O25351,C1826,P0367,2024-10-10,East,3,407.71,1223.13
O25352,C0898,P0117,2024-05-09,West,5,1226.24,6131.2
O25353,C0096,P0033,2024-11-30,West,4,1126.55,4506.2
O25354,C0362,P0438,2025-08-12,North,2,1435.51,2871.02
O25355,C1071,P0445,2024-02-28,South,5,891.62,4458.1
O25356,C0094,P0147,2025-09-03,South,5,1932.21,9661.05
O25357,C0388,P0114,2025-07-02,South,2,1618.82,3237.64
O25358,C1319,P0343,2024-10-30,South,3,101.63,304.89
O25359,C0333,P0050,2024-09-03,North,4,867.89,3471.56
O25360,C1853,P0377,2025-05-04,East,1,1637.59,1637.59
O25361,C1599,P0362,2024-09-09,East,1,102.95,102.95
O25362,C1579,P0479,2025-07-29,West,1,1839.99,1839.99
O25363,C1723,P0083,2024-06-06,East,4,1883.36,7533.44
O25364,C0638,P0138,2024-09-15,North,3,1439.08,4317.24
O25365,C1163,P0150,2025-06-08,West,3,602.17,1806.51
O25366,C1234,P0419,2025-02-09,West,2,1725.45,3450.9
O25367,C0470,P0131,2023-10-13,South,4,467.46,1869.84
O25368,C1069,P0144,2025-08-24,North,1,1309.73,1309.73
O25369,C1177,P0368,2024-07-29,West,1,798.9,798.9
O25370,C0224,P0484,2024-06-19,South,3,983.12,2949.36
O25371,C0770,P0342,2024-02-07,North,2,1102.24,2204.48
O25372,C0269,P0207,2024-04-27,West,1,1272.22,1272.22
O25373,C1116,P0077,2024-12-23,South,2,1473.54,2947.08
O25374,C0693,P0384,2025-05-15,North,3,368.65,1105.95
O25375,C0946,P0445,2023-09-04,West,3,1535.57,4606.71
O25376,C0572,P0088,2024-05-19,South,3,1441.45,4324.35
O25377,C0127,P0388,2025-05-04,South,4,1503.73,6014.92
O25378,C1938,P0279,2024-09-20,East,1,1190.7,1190.7
O25379,C0119,P0242,2023-12-16,North,2,1176.32,2352.64
O25380,C0966,P0076,2023-10-15,West,1,1112.93,1112.93
O25381,C0263,P0019,2025-01-10,North,2,1409.88,2819.76
O25382,C1436,P0167,2023-10-22,South,4,805.45,3221.8
O25383,C0191,P0405,2025-02-11,North,2,1796.12,3592.24
O25384,C1773,P0149,2023-12-21,East,2,1978.46,3956.92
O25385,C0753,P0157,2024-08-18,North,4,679.78,2719.12
O25386,C0188,P0343,2024-03-18,West,5,1265.2,6326.0
O25387,C0510,P0396,2023-09-07,South,3,502.58,1507.74
O25388,C1656,P0171,2025-02-19,West,5,368.71,1843.55
O25389,C1883,P0495,2024-12-06,South,2,422.2,844.4
O25390,C0624,P0419,2025-05-20,West,4,1932.54,7730.16
O25391,C1083,P0310,2025-02-24,South,5,366.45,1832.25
O25392,C1163,P0471,2024-08-19,East,3,181.76,545.28
O25393,C1371,P0318,2025-02-27,West,2,876.76,1753.52
O25394,C1505,P0163,2024-05-02,East,4,267.99,1071.96
O25395,C1268,P0035,2025-06-07,East,2,426.55,853.1
O25396,C1809,P0013,2023-11-04,South,5,545.55,2727.75
O25397,C1989,P0381,2023-10-20,West,2,543.62,1087.24
O25398,C1144,P0135,2023-10-27,East,2,805.57,1611.14
O25399,C0867,P0181,2025-02-28,West,1,1714.73,1714.73
O25400,C0095,P0493,2024-06-20,West,4,1639.76,6559.04
O25401,C0042,P0272,2023-12-01,West,2,780.35,1560.7
O25402,C1086,P0325,2024-11-21,North,5,902.4,4512.0
O25403,C0942,P0068,2025-01-04,West,3,1520.69,4562.07
O25404,C0421,P0320,2025-06-19,East,2,1003.24,2006.48
O25405,C0238,P0438,2025-08-10,West,1,142.29,142.29
O25406,C0966,P0143,2024-07-21,South,3,1334.7,4004.1
O25407,C0458,P0403,2024-02-02,West,5,66.74,333.7
O25408,C0170,P0078,2025-05-19,South,1,222.76,222.76
O25409,C1161,P0151,2025-08-07,North,1,353.08,353.08
O25410,C0290,P0270,2024-02-08,East,4,787.05,3148.2
O25411,C1653,P0175,2023-10-01,East,1,1290.15,1290.15
O25412,C0630,P0049,2024-10-05,East,2,1594.31,3188.62
O25413,C0815,P0160,2024-04-25,East,4,1128.64,4514.56
O25414,C0839,P0274,2025-01-22,North,4,282.18,1128.72
O25415,C0378,P0221,2024-07-21,East,4,151.12,604.48
O25416,C0163,P0481,2024-10-27,South,4,1723.85,6895.4
O25417,C1522,P0021,2023-10-10,South,1,686.32,686.32
O25418,C1305,P0459,2024-05-05,West,3,1020.57,3061.71
O25419,C1261,P0492,2024-06-01,East,3,505.4,1516.2
O25420,C0142,P0068,2024-04-16,North,3,235.61,706.83
O25421,C0840,P0298,2025-06-27,South,5,1351.12,6755.6
O25422,C1359,P0211,2024-09-25,North,2,947.4,1894.8
O25423,C0957,P0222,2024-08-01,South,3,342.94,1028.82
O25424,C1306,P0313,2024-10-17,South,3,865.96,2597.88
O25425,C1256,P0437,2023-09-14,South,4,1450.04,5800.16
O25426,C1054,P0430,2025-01-31,East,5,1239.53,6197.65
O25427,C0281,P0213,2025-04-22,South,5,1058.43,5292.15
O25428,C0174,P0298,2025-05-27,East,3,669.33,2007.99
O25429,C0805,P0252,2024-10-14,West,5,620.74,3103.7
O25430,C1987,P0288,2025-02-11,West,1,1687.02,1687.02
O25431,C0546,P0261,2024-04-16,South,3,1764.0,5292.0
O25432,C0018,P0178,2024-10-10,West,4,800.96,3203.84
O25433,C1256,P0094,2024-06-01,West,3,1832.5,5497.5
O25434,C0928,P0133,2024-03-15,East,3,102.34,307.02
O25435,C1388,P0213,2024-12-02,West,1,463.97,463.97
O25436,C1671,P0146,2025-05-12,East,3,720.93,2162.79
O25437,C1797,P0439,2024-03-24,East,2,1972.73,3945.46
O25438,C0002,P0132,2024-10-04,North,3,1875.12,5625.36
O25439,C1444,P0427,2024-12-09,North,1,382.76,382.76
O25440,C0889,P0257,2025-05-31,West,2,1277.46,2554.92
O25441,C1238,P0040,2024-04-05,North,1,1990.77,1990.77
O25442,C1618,P0008,2024-06-02,West,3,328.22,984.66
O25443,C1055,P0114,2025-03-16,North,3,1245.82,3737.46
O25444,C1293,P0293,2023-10-18,South,1,1428.22,1428.22
O25445,C0098,P0455,2024-09-03,East,3,1196.18,3588.54
O25446,C0654,P0281,2023-11-21,South,2,600.94,1201.88
O25447,C0950,P0350,2024-11-22,South,5,1507.51,7537.55
O25448,C1518,P0153,2024-08-01,North,5,1373.71,6868.55
O25449,C1390,P0274,2025-01-01,East,5,1630.47,8152.35
O25450,C0548,P0232,2024-11-24,South,4,1997.86,7991.44
O25451,C1900,P0387,2025-06-04,West,5,1268.14,6340.7
O25452,C0019,P0485,2024-02-10,South,3,651.39,1954.17
O25453,C0783,P0038,2025-07-25,South,1,1465.83,1465.83
O25454,C1608,P0057,2025-07-01,West,5,1067.3,5336.5
O25455,C1965,P0012,2025-04-15,South,3,363.09,1089.27
O25456,C1430,P0028,2023-12-18,West,3,1239.62,3718.86
O25457,C1424,P0146,2024-09-02,North,5,918.41,4592.05
O25458,C1897,P0447,2024-07-31,West,5,74.62,373.1
O25459,C0235,P0201,2024-09-13,North,4,1856.94,7427.76
O25460,C0055,P0150,2024-02-09,North,4,1431.07,5724.28
O25461,C1718,P0484,2023-10-20,West,2,336.45,672.9
O25462,C0799,P0283,2025-08-28,West,4,780.59,3122.36
O25463,C1747,P0162,2024-08-21,North,1,1516.16,1516.16
O25464,C0622,P0385,2024-07-13,North,2,916.81,1833.62
O25465,C0699,P0108,2024-12-06,South,4,52.13,208.52
O25466,C0389,P0268,2023-12-14,North,1,1613.22,1613.22
O25467,C0463,P0103,2025-03-20,North,5,706.95,3534.75
O25468,C0226,P0083,2025-02-28,South,2,819.3,1638.6
O25469,C1181,P0422,2024-10-27,South,1,1692.53,1692.53
O25470,C1891,P0080,2025-08-01,East,3,1143.16,3429.48
O25471,C0994,P0154,2025-06-01,West,1,1321.78,1321.78
O25472,C0210,P0031,2024-05-06,South,4,1063.98,4255.92
O25473,C1877,P0120,2025-09-03,West,1,1645.21,1645.21
O25474,C0431,P0201,2024-08-21,North,3,1723.94,5171.82
O25475,C1082,P0420,2025-08-31,East,4,1391.76,5567.04
O25476,C1203,P0289,2025-07-24,North,1,566.42,566.42
O25477,C1113,P0369,2024-10-05,South,5,609.38,3046.9
O25478,C1606,P0496,2025-08-31,South,1,361.13,361.13
O25479,C1958,P0429,2025-08-30,South,5,397.83,1989.15
O25480,C0472,P0498,2024-05-01,West,3,1901.03,5703.09
O25481,C1260,P0468,2025-07-27,East,1,1538.19,1538.19
O25482,C0152,P0102,2025-03-18,South,3,1664.54,4993.62
O25483,C0646,P0391,2025-07-30,North,5,582.99,2914.95
O25484,C0082,P0489,2024-04-29,South,1,66.83,66.83
O25485,C0582,P0481,2023-09-21,East,1,1151.28,1151.28
O25486,C1297,P0174,2023-12-22,West,3,198.82,596.46
O25487,C0573,P0334,2023-10-29,West,5,842.75,4213.75
O25488,C1554,P0475,2024-11-15,East,3,1610.6,4831.8
O25489,C0149,P0319,2024-01-16,South,2,1388.61,2777.22
O25490,C0490,P0185,2024-01-28,North,4,1071.55,4286.2
O25491,C0380,P0317,2024-11-17,West,5,770.5,3852.5
O25492,C0468,P0222,2024-11-27,West,1,1348.27,1348.27
O25493,C1143,P0217,2023-10-10,West,4,215.33,861.32
O25494,C0505,P0493,2025-03-21,North,1,1382.74,1382.74
O25495,C0281,P0146,2024-02-10,West,3,713.18,2139.54
O25496,C0568,P0131,2025-05-03,West,3,1598.3,4794.9
O25497,C1906,P0221,2025-04-04,North,2,163.62,327.24
O25498,C1387,P0276,2023-12-16,South,3,521.3,1563.9
O25499,C0291,P0021,2024-10-28,North,2,843.3,1686.6
O25500,C1180,P0256,2024-11-24,South,3,1850.81,5552.43
O25501,C0728,P0029,2024-10-23,East,2,1466.15,2932.3
O25502,C1630,P0143,2024-03-29,West,5,1994.68,9973.4
O25503,C1118,P0033,2025-05-29,North,5,846.1,4230.5
O25504,C0794,P0272,2023-11-07,East,4,1902.43,7609.72
O25505,C1862,P0066,2024-01-25,West,5,1267.68,6338.4
O25506,C1152,P0010,2024-05-22,East,3,656.96,1970.88
O25507,C0165,P0030,2024-09-21,East,5,362.2,1811.0
O25508,C1049,P0385,2024-07-20,West,1,178.08,178.08
O25509,C0602,P0230,2024-01-14,North,1,1578.59,1578.59
O25510,C1238,P0397,2024-02-18,South,1,531.28,531.28
O25511,C1007,P0120,2023-11-05,East,3,1911.66,5734.98
O25512,C0360,P0115,2024-06-25,West,4,1458.54,5834.16
O25513,C0704,P0260,2024-09-10,North,1,454.52,454.52
O25514,C1018,P0471,2024-10-21,West,5,233.25,1166.25
O25515,C0495,P0409,2023-12-02,South,1,1053.88,1053.88
O25516,C1493,P0029,2025-03-18,East,1,224.69,224.69
O25517,C1241,P0365,2025-07-18,West,2,864.74,1729.48
O25518,C1174,P0120,2025-04-20,East,5,1836.33,9181.65
O25519,C0005,P0234,2024-09-01,South,2,1173.52,2347.04
O25520,C0292,P0417,2025-06-10,North,1,752.4,752.4
O25521,C0934,P0412,2024-12-10,West,5,1130.95,5654.75
O25522,C1121,P0466,2024-05-09,North,3,401.08,1203.24
O25523,C1221,P0050,2024-02-01,East,5,716.16,3580.8
O25524,C0454,P0483,2023-12-30,West,3,974.99,2924.97
O25525,C1909,P0463,2024-10-17,East,5,875.28,4376.4
O25526,C1860,P0446,2024-04-30,South,2,1537.44,3074.88
O25527,C0888,P0260,2023-10-12,North,5,427.22,2136.1
O25528,C1299,P0089,2023-11-10,East,2,1954.75,3909.5
O25529,C0906,P0235,2025-07-02,South,4,1717.0,6868.0
O25530,C1740,P0275,2023-11-14,East,4,1097.76,4391.04
O25531,C1358,P0262,2025-06-28,North,4,315.54,1262.16
O25532,C1009,P0425,2025-09-01,South,5,1813.73,9068.65
O25533,C1244,P0359,2024-01-02,East,1,1657.28,1657.28
O25534,C1963,P0220,2025-03-20,East,3,941.97,2825.91
O25535,C0177,P0461,2025-05-16,West,4,1589.53,6358.12
O25536,C0240,P0336,2024-03-24,East,1,1600.43,1600.43
O25537,C1310,P0016,2024-06-20,South,5,1819.35,9096.75
O25538,C1916,P0263,2025-04-27,South,3,854.01,2562.03
O25539,C0882,P0176,2024-07-10,East,5,746.67,3733.35
O25540,C0996,P0011,2025-01-29,West,1,1072.79,1072.79
O25541,C1887,P0309,2024-04-24,South,2,962.43,1924.86
O25542,C1708,P0496,2024-01-11,West,1,184.22,184.22
O25543,C1265,P0102,2024-07-07,North,3,321.5,964.5
O25544,C0288,P0267,2024-05-10,North,4,1895.86,7583.44
O25545,C1864,P0067,2024-11-04,South,3,783.76,2351.28
O25546,C0876,P0281,2024-02-28,South,1,586.8,586.8
O25547,C0190,P0437,2024-07-21,South,3,1858.72,5576.16
O25548,C0592,P0461,2024-10-26,West,2,652.87,1305.74
O25549,C0336,P0135,2025-04-25,North,5,401.31,2006.55
O25550,C0404,P0050,2023-11-17,East,4,360.07,1440.28
O25551,C0641,P0355,2025-06-19,North,2,503.47,1006.94
O25552,C0261,P0301,2024-03-08,East,4,1559.8,6239.2
O25553,C0170,P0210,2025-06-27,South,2,868.32,1736.64
O25554,C1545,P0338,2023-09-12,West,1,1191.32,1191.32
O25555,C1089,P0328,2023-11-09,North,5,355.45,1777.25
O25556,C0331,P0359,2023-11-27,South,3,228.48,685.44
O25557,C0373,P0452,2025-08-29,North,4,263.82,1055.28
O25558,C1363,P0287,2024-06-13,North,4,478.49,1913.96
O25559,C1178,P0404,2025-05-19,North,5,1493.48,7467.4
O25560,C0113,P0461,2024-11-18,East,3,1949.07,5847.21
O25561,C1159,P0357,2024-10-25,South,4,1439.07,5756.28
O25562,C1284,P0256,2024-10-26,East,4,381.96,1527.84
O25563,C1165,P0042,2024-02-19,North,2,540.02,1080.04
O25564,C0078,P0152,2024-03-20,East,1,1680.77,1680.77
O25565,C0869,P0087,2025-06-21,South,5,1150.58,5752.9
O25566,C1344,P0214,2025-02-13,West,4,243.81,975.24
O25567,C0817,P0279,2025-01-04,East,5,814.25,4071.25
O25568,C1625,P0031,2023-11-09,West,4,903.29,3613.16
O25569,C0988,P0086,2023-09-06,East,3,1237.14,3711.42
O25570,C0417,P0295,2025-06-19,South,2,146.39,292.78
O25571,C0744,P0414,2025-07-04,East,3,506.29,1518.87
O25572,C1450,P0354,2025-02-07,East,5,520.89,2604.45
O25573,C0566,P0465,2024-04-07,North,3,267.71,803.13
O25574,C0123,P0214,2024-11-19,North,5,1480.45,7402.25
O25575,C0916,P0325,2024-01-17,West,2,307.95,615.9
O25576,C1953,P0220,2024-06-06,West,3,228.43,685.29
O25577,C0192,P0351,2025-03-07,South,3,1212.84,3638.52
O25578,C1548,P0193,2023-11-21,North,3,1151.29,3453.87
O25579,C0771,P0442,2024-06-13,East,1,121.98,121.98
O25580,C0454,P0304,2024-06-14,North,3,604.92,1814.76
O25581,C0103,P0449,2025-01-18,East,4,1061.25,4245.0
O25582,C1522,P0324,2024-02-27,East,4,1886.69,7546.76
O25583,C1147,P0096,2025-07-25,West,4,1089.97,4359.88
O25584,C0069,P0474,2023-12-28,East,3,1097.6,3292.8
O25585,C0075,P0044,2025-01-15,East,3,795.05,2385.15
O25586,C1959,P0267,2023-09-19,West,3,874.69,2624.07
O25587,C0123,P0323,2024-04-30,West,2,1300.56,2601.12
O25588,C0431,P0487,2023-11-03,North,1,1401.18,1401.18
O25589,C1708,P0485,2024-10-29,North,2,554.03,1108.06
O25590,C0402,P0453,2025-01-28,South,3,1641.4,4924.2
O25591,C0039,P0310,2024-03-25,East,4,730.66,2922.64
O25592,C1492,P0002,2023-10-08,East,4,121.75,487.0
O25593,C0292,P0219,2024-05-20,West,1,1857.2,1857.2
O25594,C0293,P0059,2025-01-06,East,3,1023.93,3071.79
O25595,C1146,P0483,2025-07-09,West,2,1238.38,2476.76
O25596,C0633,P0226,2023-12-01,South,2,112.01,224.02
O25597,C1113,P0158,2023-11-10,South,1,1484.27,1484.27
O25598,C1937,P0075,2025-06-09,North,4,1174.91,4699.64
O25599,C1602,P0270,2025-07-14,East,4,392.09,1568.36
O25600,C1426,P0197,2024-04-22,East,5,506.87,2534.35
O25601,C0196,P0299,2025-02-28,North,5,197.22,986.1
O25602,C1402,P0310,2024-06-07,East,4,1887.94,7551.76
O25603,C0737,P0071,2025-05-09,West,2,295.82,591.64
O25604,C1953,P0393,2025-04-25,East,5,1496.76,7483.8
O25605,C1389,P0339,2024-11-13,North,3,813.74,2441.22
O25606,C1206,P0413,2024-03-12,East,1,1195.42,1195.42
O25607,C0965,P0229,2024-10-21,South,5,1880.19,9400.95
O25608,C0677,P0130,2024-09-06,West,4,183.34,733.36
O25609,C0495,P0184,2024-02-13,North,5,1469.29,7346.45
O25610,C1794,P0175,2024-01-14,West,5,73.52,367.6
O25611,C1367,P0097,2024-01-29,West,4,1275.94,5103.76
O25612,C0813,P0449,2024-01-23,East,1,462.65,462.65
O25613,C1585,P0101,2024-09-10,South,2,224.05,448.1
O25614,C0995,P0324,2025-07-26,South,2,87.04,174.08
O25615,C1863,P0202,2023-12-18,South,4,1912.28,7649.12
O25616,C0059,P0340,2024-03-12,East,1,1736.8,1736.8
O25617,C1654,P0455,2023-10-28,West,1,1667.98,1667.98
O25618,C0407,P0293,2023-12-02,West,1,624.7,624.7
O25619,C0673,P0181,2024-05-12,North,2,1694.85,3389.7
O25620,C1887,P0491,2024-06-04,West,3,1541.66,4624.98
O25621,C1966,P0227,2025-04-20,North,4,882.74,3530.96
O25622,C1420,P0368,2024-07-25,East,3,474.52,1423.56
O25623,C1869,P0136,2024-01-21,East,5,713.46,3567.3
O25624,C0691,P0457,2025-05-14,North,3,295.8,887.4
O25625,C1740,P0113,2024-03-30,North,1,112.64,112.64
O25626,C1824,P0064,2023-12-25,West,5,873.6,4368.0
O25627,C1574,P0167,2024-11-13,West,2,1000.48,2000.96
O25628,C1363,P0152,2025-05-26,North,2,1735.49,3470.98
O25629,C1619,P0477,2024-01-04,West,4,1220.38,4881.52
O25630,C1031,P0493,2025-05-11,North,3,1794.4,5383.2
O25631,C0073,P0438,2024-12-31,West,2,533.43,1066.86
O25632,C0809,P0450,2024-07-09,West,2,1852.02,3704.04
O25633,C1208,P0180,2025-03-11,East,2,681.8,1363.6
O25634,C1192,P0330,2025-08-31,North,5,1829.07,9145.35
O25635,C1713,P0064,2025-05-19,East,5,1779.2,8896.0
O25636,C0188,P0481,2024-03-23,North,3,821.82,2465.46
O25637,C1806,P0286,2025-04-28,South,3,980.04,2940.12
O25638,C1892,P0330,2024-08-18,West,5,461.09,2305.45
O25639,C1938,P0208,2023-11-16,South,2,834.51,1669.02
O25640,C0296,P0019,2024-07-19,East,3,1508.87,4526.61
O25641,C0916,P0283,2023-09-10,North,5,410.93,2054.65
O25642,C0437,P0330,2024-04-17,South,5,1118.54,5592.7
O25643,C1479,P0288,2024-12-26,West,5,773.29,3866.45
O25644,C0336,P0005,2024-07-29,East,4,1395.6,5582.4
O25645,C1198,P0374,2024-04-22,West,4,1172.39,4689.56
O25646,C0061,P0231,2024-01-27,South,1,169.32,169.32
O25647,C1712,P0341,2023-11-28,North,5,978.2,4891.0
O25648,C1643,P0048,2023-09-13,West,4,927.08,3708.32
O25649,C0395,P0027,2025-01-02,East,1,383.35,383.35
O25650,C1941,P0486,2024-10-13,South,1,1646.11,1646.11
O25651,C0403,P0084,2024-08-09,North,4,1788.49,7153.96
O25652,C1462,P0386,2024-08-31,North,2,1518.91,3037.82
O25653,C1159,P0200,2025-08-15,North,3,664.97,1994.91
O25654,C1595,P0257,2025-01-12,East,1,579.3,579.3
O25655,C0922,P0470,2025-04-02,South,1,1865.83,1865.83
O25656,C0429,P0275,2024-03-17,West,1,89.66,89.66
O25657,C0644,P0221,2025-02-17,West,3,1692.28,5076.84
O25658,C1283,P0095,2024-08-20,North,2,1067.61,2135.22
O25659,C0528,P0320,2024-12-03,East,1,820.7,820.7
O25660,C0272,P0452,2023-12-24,West,1,1806.97,1806.97
O25661,C0303,P0366,2024-05-07,North,5,1127.29,5636.45
O25662,C0939,P0056,2025-04-04,West,1,1636.52,1636.52
O25663,C1193,P0472,2023-09-26,North,2,410.76,821.52
O25664,C0937,P0189,2024-01-17,North,2,248.51,497.02
O25665,C0939,P0395,2025-08-20,West,5,1084.54,5422.7
O25666,C1660,P0391,2025-04-15,North,5,1723.48,8617.4
O25667,C0456,P0485,2024-11-12,West,3,240.39,721.17
O25668,C0620,P0022,2025-03-17,East,1,297.51,297.51
O25669,C0502,P0183,2025-07-02,East,3,918.54,2755.62
O25670,C0079,P0472,2024-02-25,North,2,593.42,1186.84
O25671,C1155,P0210,2023-10-28,South,3,1072.39,3217.17
O25672,C0451,P0120,2024-05-13,North,3,1159.8,3479.4
O25673,C1870,P0149,2025-01-18,West,1,1649.05,1649.05
O25674,C0240,P0377,2024-08-15,East,3,871.34,2614.02
O25675,C0230,P0164,2025-08-13,South,1,942.02,942.02
O25676,C1532,P0260,2025-05-19,South,1,669.07,669.07
O25677,C0173,P0454,2023-11-22,South,2,622.41,1244.82
O25678,C1523,P0045,2025-02-13,East,3,1496.83,4490.49
O25679,C0739,P0352,2024-05-05,West,1,1788.99,1788.99
O25680,C0865,P0345,2024-05-21,North,5,1045.16,5225.8
O25681,C1081,P0292,2024-05-03,South,4,580.62,2322.48
O25682,C0943,P0297,2024-04-12,East,5,1064.12,5320.6
O25683,C0957,P0395,2024-03-08,North,5,1292.33,6461.65
O25684,C0505,P0326,2025-03-24,South,4,1479.64,5918.56
O25685,C0103,P0495,2025-05-20,East,4,1826.74,7306.96
O25686,C0949,P0135,2024-11-08,East,2,1777.38,3554.76
O25687,C0962,P0452,2023-12-08,South,2,1139.64,2279.28
O25688,C1277,P0269,2023-11-10,North,4,443.36,1773.44
O25689,C1695,P0336,2023-11-18,South,2,1574.96,3149.92
O25690,C0205,P0395,2024-01-30,North,5,67.28,336.4
O25691,C0232,P0331,2024-10-30,West,4,198.19,792.76
O25692,C1544,P0078,2025-02-13,North,5,550.2,2751.0
O25693,C0361,P0137,2025-01-22,East,4,191.91,767.64
O25694,C0956,P0297,2025-02-06,South,5,1481.44,7407.2
O25695,C1672,P0027,2024-05-29,West,5,648.69,3243.45
O25696,C1173,P0362,2024-12-02,East,1,1537.92,1537.92
O25697,C0872,P0474,2023-10-20,South,5,1850.13,9250.65
O25698,C0995,P0489,2024-09-27,South,1,547.54,547.54
O25699,C0288,P0023,2025-04-25,South,1,568.13,568.13
O25700,C0524,P0084,2025-08-01,North,2,1157.28,2314.56
O25701,C0766,P0243,2024-10-18,West,2,1960.47,3920.94
O25702,C0807,P0447,2023-10-10,West,4,1945.19,7780.76
O25703,C1010,P0439,2024-02-17,West,2,406.15,812.3
O25704,C1529,P0435,2023-12-04,East,2,1085.54,2171.08
O25705,C1815,P0056,2024-08-07,East,2,1914.26,3828.52
O25706,C1350,P0073,2024-03-10,West,2,1537.76,3075.52
O25707,C0912,P0348,2023-11-12,South,2,414.46,828.92
O25708,C1871,P0162,2024-07-05,South,3,1058.78,3176.34
O25709,C1622,P0119,2024-10-17,West,1,745.55,745.55
O25710,C0140,P0468,2024-01-06,North,3,291.79,875.37
O25711,C0980,P0315,2025-04-05,West,4,820.25,3281.0
O25712,C0530,P0125,2024-08-15,West,4,411.22,1644.88
O25713,C0793,P0050,2025-01-16,West,5,794.12,3970.6
O25714,C0044,P0176,2024-09-14,South,3,414.51,1243.53
O25715,C0400,P0470,2024-06-16,West,1,336.84,336.84
O25716,C0738,P0306,2025-04-28,East,4,1768.67,7074.68
O25717,C1074,P0121,2024-02-12,North,2,323.03,646.06
O25718,C0920,P0378,2024-06-08,North,1,1961.48,1961.48
O25719,C0608,P0161,2025-07-20,East,3,1780.05,5340.15
O25720,C1941,P0004,2024-08-07,South,4,867.15,3468.6
O25721,C1969,P0251,2024-06-07,East,4,510.0,2040.0
O25722,C1866,P0383,2024-12-01,North,1,883.97,883.97
O25723,C0160,P0489,2024-12-16,East,4,1711.88,6847.52
O25724,C0828,P0045,2025-01-29,West,5,1958.63,9793.15
O25725,C1483,P0469,2025-08-09,East,5,1050.0,5250.0
O25726,C1655,P0395,2025-02-24,East,4,1593.85,6375.4
O25727,C0916,P0010,2024-02-05,South,3,1798.9,5396.7
O25728,C1833,P0291,2025-04-16,East,1,1327.77,1327.77
O25729,C1296,P0054,2023-12-03,East,4,1631.85,6527.4
O25730,C0501,P0096,2023-10-13,West,2,1000.6,2001.2
O25731,C1595,P0438,2024-06-03,South,2,613.96,1227.92
O25732,C0916,P0365,2025-01-25,North,1,1960.02,1960.02
O25733,C0568,P0146,2024-12-05,South,4,168.29,673.16
O25734,C1731,P0385,2023-12-12,East,2,1392.33,2784.66
O25735,C1926,P0430,2024-03-23,East,2,145.66,291.32
O25736,C0572,P0272,2024-08-06,North,1,520.8,520.8
O25737,C1394,P0376,2024-10-23,South,1,178.98,178.98
O25738,C0229,P0467,2025-04-28,East,3,172.56,517.68
O25739,C1855,P0135,2024-04-03,South,2,571.8,1143.6
O25740,C1978,P0065,2025-08-12,West,2,1338.62,2677.24
O25741,C0734,P0464,2024-11-01,South,3,1797.7,5393.1
O25742,C0713,P0235,2024-02-10,North,1,1168.3,1168.3
O25743,C0432,P0241,2025-05-31,East,2,1395.99,2791.98
O25744,C1211,P0064,2023-12-31,South,2,804.95,1609.9
O25745,C1883,P0254,2025-08-31,West,3,582.0,1746.0
O25746,C1277,P0338,2023-10-04,North,5,1522.12,7610.6
O25747,C0808,P0297,2025-07-23,North,1,140.62,140.62
O25748,C1452,P0146,2023-12-30,South,4,1989.63,7958.52
O25749,C0165,P0281,2025-06-03,East,3,801.99,2405.97
